STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT10,WT10_ATTRIBUTES
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/19/2019,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/20/2019,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/21/2019,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/22/2019,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/23/2019,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/24/2019,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/25/2019,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/26/2019,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/27/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/28/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/29/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/30/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,1/31/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/1/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/2/2019,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/3/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/4/2019,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/5/2019,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/6/2019,,,,,,,,,0.03,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/7/2019,,,,,,,,,0.31,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/8/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/9/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/10/2019,,,,,,,,,0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/11/2019,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/12/2019,,,,,,,,,0.85,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/13/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/14/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/15/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/16/2019,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/17/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/18/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/19/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/20/2019,,,,,,,,,0.21,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/21/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/22/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/23/2019,,,,,,,,,0.11,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/24/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/25/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/26/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/27/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,2/28/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/1/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/2/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/3/2019,,,,,,,,,0.07,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/4/2019,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/5/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/6/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/7/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/8/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/9/2019,,,,,,,,,0.86,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/10/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/11/2019,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/12/2019,,,,,,,,,0.01,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/13/2019,,,,,,,,,0.17,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/14/2019,,,,,,,,,0.55,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/15/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/16/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/17/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/18/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/19/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/20/2019,,,,,,,,,0.05,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/21/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/22/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/23/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/24/2019,,,,,,,,,0.25,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/25/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/26/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/27/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/28/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/29/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/30/2019,,,,,,,,,0.59,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,3/31/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/1/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/2/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/3/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/4/2019,,,,,,,,,0.27,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/5/2019,,,,,,,,,0.17,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/6/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/7/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/8/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/9/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/10/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/11/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/12/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/13/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/14/2019,,,,,,,,,1.44,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/15/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/16/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/17/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/18/2019,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/19/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/20/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/21/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/22/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/23/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/24/2019,,,,,,,,,0.03,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/25/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/26/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/27/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/28/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/29/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,4/30/2019,,,,,,,,,0.03,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,5/1/2019,,,,,,,,,3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,5/2/2019,,,,,,,,,0.02,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,5/3/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,5/4/2019,,,,,,,,,0.73,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,5/5/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,5/6/2019,,,,,,,,,0.91,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1OKRG0005,"OWASSO 1.8 SE, OK US",36.263333,-95.810833,0,5/7/2019,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
